dataset,sample_id,patient_id,tissue,paired_status,paired_id,etiology,MVI,platform,selection_strategy,matrix_type,counts_available,qc_provenance,abundance_eligible,analysis_inclusion,source_member,n_features,n_cells_source,n_cells_after_corrected_qc,retention_fraction,n_high_confidence_neutrophils_before_qc,n_high_confidence_neutrophils_after_corrected_qc,corrected_high_confidence_neutrophil_retention_fraction,n_broad_granulocyte_like_before_qc,n_broad_granulocyte_like_after_corrected_qc,corrected_broad_granulocyte_retention_fraction,n_doublet_proxy_review,min_nFeature_RNA,min_nCount_RNA,max_percent_mt,threshold_basis,all_feature_q01,all_count_q01,all_percent_mt_q98,flag_review,qc_status,missing_marker_genes,audit_scope
CRA002308,T04,CRA002308_P04,Tumor,paired,CRA002308_P04,unknown,unknown,10x_scRNA_cell_called_matrix,flow-sorted live nucleated cells after doublet exclusion; no lineage-specific immune enrichment documented; paired within-cohort abundance sensitivity analysis allowed,cell_called_count_matrix,True,task003_corrected_task002_identity_independent,CONDITIONAL,YES,/data/lf_data/HCC_Peritumoral_Neutrophil_scRNA_Atlas/raw_data/CRA002308/T04,36601,17095,16817,0.9837379350687336,4069,4045,0.994101744900467,4139,4114,0.9939598936941292,51,300,500,20.0,all_source_cells_q01_q01_q98_bounded_identity_independent,399.88,791.52,16.327352139980917,False,PASS,,cell_called_matrix_corrected_qc
CRA002308,T05,CRA002308_P05,Tumor,paired,CRA002308_P05,unknown,unknown,10x_scRNA_cell_called_matrix,flow-sorted live nucleated cells after doublet exclusion; no lineage-specific immune enrichment documented; paired within-cohort abundance sensitivity analysis allowed,cell_called_count_matrix,True,task003_corrected_task002_identity_independent,CONDITIONAL,YES,/data/lf_data/HCC_Peritumoral_Neutrophil_scRNA_Atlas/raw_data/CRA002308/T05,36601,10148,9927,0.9782223098147418,2374,2347,0.9886267902274642,2495,2466,0.988376753507014,36,300,500,29.0,all_source_cells_q01_q01_q98_bounded_identity_independent,310.47,545.47,28.55967547779624,False,PASS,,cell_called_matrix_corrected_qc
CRA002308,T06,CRA002308_P06,Tumor,paired,CRA002308_P06,unknown,unknown,10x_scRNA_cell_called_matrix,flow-sorted live nucleated cells after doublet exclusion; no lineage-specific immune enrichment documented; paired within-cohort abundance sensitivity analysis allowed,cell_called_count_matrix,True,task003_corrected_task002_identity_independent,CONDITIONAL,YES,/data/lf_data/HCC_Peritumoral_Neutrophil_scRNA_Atlas/raw_data/CRA002308/T06,36601,21271,20399,0.959005218372432,1201,1193,0.993338884263114,1333,1321,0.9909977494373592,72,164,500,30.0,all_source_cells_q01_q01_q98_bounded_identity_independent,164.70000000000002,648.0,80.47684373594075,False,PASS,,cell_called_matrix_corrected_qc
CRA002308,T07,CRA002308_P07,Tumor,paired,CRA002308_P07,unknown,unknown,10x_scRNA_cell_called_matrix,flow-sorted live nucleated cells after doublet exclusion; no lineage-specific immune enrichment documented; paired within-cohort abundance sensitivity analysis allowed,cell_called_count_matrix,True,task003_corrected_task002_identity_independent,CONDITIONAL,YES,/data/lf_data/HCC_Peritumoral_Neutrophil_scRNA_Atlas/raw_data/CRA002308/T07,36601,8917,8722,0.978131658629584,2076,2060,0.9922928709055876,2157,2139,0.9916550764951322,28,270,500,21.0,all_source_cells_q01_q01_q98_bounded_identity_independent,270.48,653.16,20.90317925331565,False,PASS,,cell_called_matrix_corrected_qc
in_house,YJCA01,in_house_P01,Tumor,paired,in_house_P01,unknown,unknown,10x_scRNA_cell_called_matrix,unknown from uploaded files; provenance review required before abundance use,cell_called_count_matrix,True,task003_corrected_task002_identity_independent,CONDITIONAL,YES,/data/lf_data/HCC_Peritumoral_Neutrophil_scRNA_Atlas/raw_data/in_house/YJCA01,36601,11857,11605,0.978746731888336,268,268,1.0,272,272,1.0,20,169,500,21.0,all_source_cells_q01_q01_q98_bounded_identity_independent,169.12,648.56,20.031023874341177,False,PASS,,cell_called_matrix_corrected_qc
in_house,YJCA02,in_house_P02,Tumor,paired,in_house_P02,unknown,unknown,10x_scRNA_cell_called_matrix,unknown from uploaded files; provenance review required before abundance use,cell_called_count_matrix,True,task003_corrected_task002_identity_independent,CONDITIONAL,YES,/data/lf_data/HCC_Peritumoral_Neutrophil_scRNA_Atlas/raw_data/in_house/YJCA02,36601,14178,13746,0.969530258146424,6342,6319,0.9963733837906024,6492,6469,0.9964571780653112,34,100,500,30.0,all_source_cells_q01_q01_q98_bounded_identity_independent,77.0,518.0,82.37596091484663,False,PASS,,cell_called_matrix_corrected_qc
in_house,YJCA03,in_house_P03,Tumor,paired,in_house_P03,unknown,unknown,10x_scRNA_cell_called_matrix,unknown from uploaded files; provenance review required before abundance use,cell_called_count_matrix,True,task003_corrected_task002_identity_independent,CONDITIONAL,YES,/data/lf_data/HCC_Peritumoral_Neutrophil_scRNA_Atlas/raw_data/in_house/YJCA03,36601,6336,6322,0.997790404040404,4345,4341,0.9990794016110472,4550,4546,0.9991208791208792,27,300,500,20.0,all_source_cells_q01_q01_q98_bounded_identity_independent,337.35,529.0,2.900516308340133,False,PASS,,cell_called_matrix_corrected_qc
in_house,YJCA04,in_house_P04,Tumor,paired,in_house_P04,unknown,unknown,10x_scRNA_cell_called_matrix,unknown from uploaded files; provenance review required before abundance use,cell_called_count_matrix,True,task003_corrected_task002_identity_independent,CONDITIONAL,YES,/data/lf_data/HCC_Peritumoral_Neutrophil_scRNA_Atlas/raw_data/in_house/YJCA04,36601,9736,9661,0.9922966310599836,620,619,0.9983870967741936,631,630,0.9984152139461172,36,300,500,20.0,all_source_cells_q01_q01_q98_bounded_identity_independent,368.35,560.35,7.639496758537552,False,PASS,,cell_called_matrix_corrected_qc
in_house,YJCA05,in_house_P05,Tumor,paired,in_house_P05,unknown,unknown,10x_scRNA_cell_called_matrix,unknown from uploaded files; provenance review required before abundance use,cell_called_count_matrix,True,task003_corrected_task002_identity_independent,CONDITIONAL,YES,/data/lf_data/HCC_Peritumoral_Neutrophil_scRNA_Atlas/raw_data/in_house/YJCA05,36601,10831,10555,0.9745175884036562,1986,1984,0.998992950654582,2040,2038,0.9990196078431371,32,193,500,30.0,all_source_cells_q01_q01_q98_bounded_identity_independent,193.0,532.0,42.26206620861067,False,PASS,,cell_called_matrix_corrected_qc
in_house,YJCA06,in_house_P06,Tumor,paired,in_house_P06,unknown,unknown,10x_scRNA_cell_called_matrix,unknown from uploaded files; provenance review required before abundance use,cell_called_count_matrix,True,task003_corrected_task002_identity_independent,CONDITIONAL,YES,/data/lf_data/HCC_Peritumoral_Neutrophil_scRNA_Atlas/raw_data/in_house/YJCA06,36601,11367,11258,0.990410838391836,637,637,1.0,672,672,1.0,47,300,500,20.0,all_source_cells_q01_q01_q98_bounded_identity_independent,373.0,591.66,9.136461725642764,False,PASS,,cell_called_matrix_corrected_qc
in_house,YJCA07,in_house_P07,Tumor,paired,in_house_P07,unknown,unknown,10x_scRNA_cell_called_matrix,unknown from uploaded files; provenance review required before abundance use,cell_called_count_matrix,True,task003_corrected_task002_identity_independent,CONDITIONAL,YES,/data/lf_data/HCC_Peritumoral_Neutrophil_scRNA_Atlas/raw_data/in_house/YJCA07,36601,11841,11712,0.9891056498606536,4183,4160,0.994501553908678,4318,4290,0.9935155164427976,12,291,500,20.0,all_source_cells_q01_q01_q98_bounded_identity_independent,291.6,530.0,7.318372251631963,False,PASS,,cell_called_matrix_corrected_qc
in_house,YJCA08,in_house_P08,Tumor,paired,in_house_P08,unknown,unknown,10x_scRNA_cell_called_matrix,unknown from uploaded files; provenance review required before abundance use,cell_called_count_matrix,True,task003_corrected_task002_identity_independent,CONDITIONAL,YES,/data/lf_data/HCC_Peritumoral_Neutrophil_scRNA_Atlas/raw_data/in_house/YJCA08,36601,10022,9779,0.9757533426461784,1001,999,0.998001998001998,1054,1052,0.9981024667931688,11,205,500,30.0,all_source_cells_q01_q01_q98_bounded_identity_independent,205.0,553.0,42.79826025779752,False,PASS,,cell_called_matrix_corrected_qc
in_house,YJCA09,in_house_P09,Tumor,paired,in_house_P09,unknown,unknown,10x_scRNA_cell_called_matrix,unknown from uploaded files; provenance review required before abundance use,cell_called_count_matrix,True,task003_corrected_task002_identity_independent,CONDITIONAL,YES,/data/lf_data/HCC_Peritumoral_Neutrophil_scRNA_Atlas/raw_data/in_house/YJCA09,36601,13831,13744,0.9937097823729304,701,700,0.9985734664764622,708,707,0.998587570621469,30,300,500,20.0,all_source_cells_q01_q01_q98_bounded_identity_independent,365.9,609.0,4.88829232817025,False,PASS,,cell_called_matrix_corrected_qc
in_house,YJCA10,in_house_P10,Tumor,paired,in_house_P10,unknown,unknown,10x_scRNA_cell_called_matrix,unknown from uploaded files; provenance review required before abundance use,cell_called_count_matrix,True,task003_corrected_task002_identity_independent,CONDITIONAL,YES,/data/lf_data/HCC_Peritumoral_Neutrophil_scRNA_Atlas/raw_data/in_house/YJCA10,36601,9894,9468,0.9569436021831412,2080,2079,0.9995192307692308,2157,2156,0.9995363931386184,21,124,500,30.0,all_source_cells_q01_q01_q98_bounded_identity_independent,124.93,546.0,79.78982295598983,False,PASS,,cell_called_matrix_corrected_qc
in_house,YJP01,in_house_P01,Adjacent,paired,in_house_P01,unknown,unknown,10x_scRNA_cell_called_matrix,unknown from uploaded files; provenance review required before abundance use,cell_called_count_matrix,True,task003_corrected_task002_identity_independent,CONDITIONAL,YES,/data/lf_data/HCC_Peritumoral_Neutrophil_scRNA_Atlas/raw_data/in_house/YJP01,36601,11932,11813,0.990026818638954,2228,2222,0.9973070017953322,2304,2298,0.9973958333333334,49,300,500,20.0,all_source_cells_q01_q01_q98_bounded_identity_independent,359.31,605.0,9.69222340913479,False,PASS,,cell_called_matrix_corrected_qc
in_house,YJP02,in_house_P02,Adjacent,paired,in_house_P02,unknown,unknown,10x_scRNA_cell_called_matrix,unknown from uploaded files; provenance review required before abundance use,cell_called_count_matrix,True,task003_corrected_task002_identity_independent,CONDITIONAL,YES,/data/lf_data/HCC_Peritumoral_Neutrophil_scRNA_Atlas/raw_data/in_house/YJP02,36601,12537,12428,0.991305735024328,2539,2515,0.9905474596297756,2636,2612,0.9908952959028832,26,300,500,20.0,all_source_cells_q01_q01_q98_bounded_identity_independent,335.36,603.36,5.599354983202688,False,PASS,,cell_called_matrix_corrected_qc
in_house,YJP03,in_house_P03,Adjacent,paired,in_house_P03,unknown,unknown,10x_scRNA_cell_called_matrix,unknown from uploaded files; provenance review required before abundance use,cell_called_count_matrix,True,task003_corrected_task002_identity_independent,CONDITIONAL,YES,/data/lf_data/HCC_Peritumoral_Neutrophil_scRNA_Atlas/raw_data/in_house/YJP03,36601,13072,13019,0.9959455324357404,2081,2075,0.9971167707832772,2130,2124,0.9971830985915492,46,300,500,20.0,all_source_cells_q01_q01_q98_bounded_identity_independent,410.71,601.71,5.396894891051763,False,PASS,,cell_called_matrix_corrected_qc
in_house,YJP04,in_house_P04,Adjacent,paired,in_house_P04,unknown,unknown,10x_scRNA_cell_called_matrix,unknown from uploaded files; provenance review required before abundance use,cell_called_count_matrix,True,task003_corrected_task002_identity_independent,CONDITIONAL,YES,/data/lf_data/HCC_Peritumoral_Neutrophil_scRNA_Atlas/raw_data/in_house/YJP04,36601,11051,10778,0.9752963532711972,874,865,0.9897025171624714,889,880,0.9898762654668166,43,160,500,20.0,all_source_cells_q01_q01_q98_bounded_identity_independent,160.5,537.0,17.757009345794394,False,PASS,,cell_called_matrix_corrected_qc
in_house,YJP05,in_house_P05,Adjacent,paired,in_house_P05,unknown,unknown,10x_scRNA_cell_called_matrix,unknown from uploaded files; provenance review required before abundance use,cell_called_count_matrix,True,task003_corrected_task002_identity_independent,CONDITIONAL,YES,/data/lf_data/HCC_Peritumoral_Neutrophil_scRNA_Atlas/raw_data/in_house/YJP05,36601,16014,13857,0.8653053578119145,3674,3587,0.9763200870985302,3835,3736,0.9741851368970011,58,147,500,30.0,all_source_cells_q01_q01_q98_bounded_identity_independent,147.0,530.13,90.30608929892712,False,PASS,,cell_called_matrix_corrected_qc
in_house,YJP06,in_house_P06,Adjacent,paired,in_house_P06,unknown,unknown,10x_scRNA_cell_called_matrix,unknown from uploaded files; provenance review required before abundance use,cell_called_count_matrix,True,task003_corrected_task002_identity_independent,CONDITIONAL,YES,/data/lf_data/HCC_Peritumoral_Neutrophil_scRNA_Atlas/raw_data/in_house/YJP06,36601,12024,11836,0.9843646041250832,817,813,0.9951040391676866,836,831,0.9940191387559808,31,300,500,20.0,all_source_cells_q01_q01_q98_bounded_identity_independent,329.69,591.23,10.351665491463852,False,PASS,,cell_called_matrix_corrected_qc
in_house,YJP07,in_house_P07,Adjacent,paired,in_house_P07,unknown,unknown,10x_scRNA_cell_called_matrix,unknown from uploaded files; provenance review required before abundance use,cell_called_count_matrix,True,task003_corrected_task002_identity_independent,CONDITIONAL,YES,/data/lf_data/HCC_Peritumoral_Neutrophil_scRNA_Atlas/raw_data/in_house/YJP07,36601,17382,17097,0.983603727994477,1389,1385,0.9971202303815696,1445,1441,0.9972318339100346,33,100,500,20.0,all_source_cells_q01_q01_q98_bounded_identity_independent,51.0,557.0,8.060682652571488,False,PASS,,cell_called_matrix_corrected_qc
in_house,YJP08,in_house_P08,Adjacent,paired,in_house_P08,unknown,unknown,10x_scRNA_cell_called_matrix,unknown from uploaded files; provenance review required before abundance use,cell_called_count_matrix,True,task003_corrected_task002_identity_independent,CONDITIONAL,YES,/data/lf_data/HCC_Peritumoral_Neutrophil_scRNA_Atlas/raw_data/in_house/YJP08,36601,11960,11893,0.9943979933110368,957,938,0.980146290491118,1015,995,0.9802955665024632,22,300,500,20.0,all_source_cells_q01_q01_q98_bounded_identity_independent,335.0,550.59,5.762592067740862,False,PASS,,cell_called_matrix_corrected_qc
in_house,YJP09,in_house_P09,Adjacent,paired,in_house_P09,unknown,unknown,10x_scRNA_cell_called_matrix,unknown from uploaded files; provenance review required before abundance use,cell_called_count_matrix,True,task003_corrected_task002_identity_independent,CONDITIONAL,YES,/data/lf_data/HCC_Peritumoral_Neutrophil_scRNA_Atlas/raw_data/in_house/YJP09,36601,12835,12706,0.9899493572263344,1263,1256,0.9944576405384006,1275,1268,0.9945098039215686,37,300,500,20.0,all_source_cells_q01_q01_q98_bounded_identity_independent,327.0,562.0,6.164080742084419,False,PASS,,cell_called_matrix_corrected_qc
in_house,YJP10,in_house_P10,Adjacent,paired,in_house_P10,unknown,unknown,10x_scRNA_cell_called_matrix,unknown from uploaded files; provenance review required before abundance use,cell_called_count_matrix,True,task003_corrected_task002_identity_independent,CONDITIONAL,YES,/data/lf_data/HCC_Peritumoral_Neutrophil_scRNA_Atlas/raw_data/in_house/YJP10,36601,11966,10439,0.8723884338960388,2191,2179,0.9945230488361478,2332,2320,0.9948542024013722,50,100,500,30.0,all_source_cells_q01_q01_q98_bounded_identity_independent,58.0,528.0,94.80486293944556,False,PASS,,cell_called_matrix_corrected_qc
